orf_id	associated_transcript_id	trans_len	reading_frame	ORF_start	ORF_end	peptide_coverage	CPAT_score	associated_peptide_id	ORF_length(nt)
SPENO005059	SPENT000197	1711	2	1511	1594	0.3704	0.0003	SPENP000915	84
SPENO005060	SPENT000355	1147	1	403	639	0.2949	0.5408	SPENP000177,SPENP001060,SPENP011981,SPENP006964,SPENP025970	237
SPENO005061	SPENT000355	1147	2	212	391	0.2712	0.0089	SPENP012072	180
SPENO005062	SPENT003212	11707	3	10140	10334	0.1562	0.0216	SPENP009418	195
SPENO005063	SPENT001772	3256	3	342	527	0.2295	0.0071	SPENP004135	186
SPENO005064	SPENT006055	4330	3	1008	1223	0.1831	0.0333	SPENP000238	216
SPENO005065	SPENT000158	1094	3	129	308	0.1525	0.07	SPENP000842,SPENP001438	180
SPENO005066	SPENT003981	1218	3	369	413	0.7143	0.004	SPENP017191	45
SPENO005067	SPENT001643	344	1	1	249	0.1098	0.0596	SPENP003779,SPENP015569	249
SPENO005068	SPENT003652	802	1	322	462	0.1957	0.0042	SPENP016806	141
SPENO005069	SPENT005971	694	1	355	510	0.2353	0.8681	SPENP000200	156
SPENO005070	SPENT001273	1082	2	143	319	0.2586	0.8606	SPENP002537	177
SPENO005071	SPENT001840	4291	2	1211	1282	0.6522	0.0004	SPENP004288	72
SPENO005072	SPENT004858	2443	1	1402	1617	0.169	0.0176	SPENP023595	216
SPENO005073	SPENT002341	3391	1	754	852	0.2812	0.0004	SPENP005094,SPENP005095,SPENP005096,SPENP005097,SPENP005098	99
SPENO005074	SPENT001601	6183	1	2518	2709	0.2222	0.0133	SPENP003580	192
SPENO005075	SPENT004897	37513	1	8536	8874	0.1071	0.0004	SPENP023595	339
SPENO005076	SPENT000020	1087	1	22	372	0.6552	0.9616	SPENP003420,SPENP000989,SPENP002277,SPENP003906,SPENP014104,SPENP015740,SPENP023931,SPENP024522,SPENP002531,SPENP015999,SPENP021148,SPENP021149,SPENP021150,SPENP021151,SPENP021732,SPENP021733,SPENP021734,SPENP021735,SPENP021076,SPENP021077,SPENP021078,SPENP021079,SPENP001337,SPENP001711,SPENP002786,SPENP004550,SPENP008633,SPENP013598,SPENP014533,SPENP016210,SPENP018447,SPENP020533,SPENP024885,SPENP025393,SPENP026489,SPENP026697,SPENP026832,SPENP027352,SPENP027471,SPENP027472,SPENP028878	351
SPENO005077	SPENT005417	681	3	27	71	0.8571	0.0006	SPENP013777,SPENP013778	45
SPENO005078	SPENT005069	1883	1	1060	1152	0.4	0.0157	SPENP011957	93
SPENO005079	SPENT000434	541	1	364	501	0.3111	0.0073	SPENP001184	138
SPENO005080	SPENT002452	769	2	59	157	0.3438	0.0082	SPENP006400	99
SPENO005081	SPENT000234	632	1	130	528	0.5227	0.2725	SPENP011155,SPENP011156,SPENP000417,SPENP001673,SPENP004381,SPENP013527,SPENP020438,SPENP009068,SPENP020680,SPENP023198,SPENP023199,SPENP000918,SPENP019965,SPENP000143,SPENP022408,SPENP022409,SPENP026729	399
SPENO005082	SPENT005537	1554	1	943	972	0.8889	0.0036	SPENP014752	30
SPENO005083	SPENT004535	10530	2	341	382	0.9231	0.0023	SPENP022546,SPENP022547	42
SPENO005084	SPENT003949	7592	2	2507	2764	0.0941	0.0029	SPENP016990	258
SPENO005085	SPENT001390	614	2	215	415	0.3182	0.0313	SPENP002813,SPENP010897,SPENP010898,SPENP013081,SPENP018454	201
SPENO005086	SPENT001589	692	3	9	254	0.1605	0.0871	SPENP003550	246
SPENO005087	SPENT003645	381	1	1	171	0.1607	0.3911	SPENP016810	171
SPENO005088	SPENT004624	261	2	167	250	0.6296	0.0014	SPENP022934,SPENP022935	84
SPENO005089	SPENT004841	1067	3	735	1034	0.1212	0.0097	SPENP023595	300
SPENO005090	SPENT005165	1933	2	110	667	0.0595	0.8889	SPENP012296,SPENP012297	558
SPENO005091	SPENT004511	2060	3	129	449	0.1038	0.096	SPENP022372,SPENP022373	321
SPENO005092	SPENT003419	885	3	270	416	0.4167	0.685	SPENP011671,SPENP020549	147
SPENO005093	SPENT002446	755	3	45	143	0.3438	0.0082	SPENP006400	99
SPENO005094	SPENT002842	9829	1	4324	4359	0.9091	0.0568	SPENP008074,SPENP018088,SPENP008024,SPENP018040	36
SPENO005095	SPENT003007	2115	1	34	414	0.2857	0.5145	SPENP019160,SPENP019161,SPENP019162,SPENP020111,SPENP022532,SPENP022533,SPENP025148,SPENP019094,SPENP019095,SPENP019096,SPENP020072,SPENP023951,SPENP025125,SPENP018932,SPENP018933,SPENP018934,SPENP019963,SPENP022352,SPENP022353,SPENP023863,SPENP025049,SPENP022480,SPENP022481	381
SPENO005096	SPENT001644	280	1	7	201	0.1406	0.0095	SPENP003779,SPENP015569	195
SPENO005097	SPENT004524	6707	3	4368	4484	0.3158	0.0004	SPENP022522,SPENP022523	117
SPENO005098	SPENT005057	1617	1	220	360	0.2391	0.2678	SPENP011938	141
SPENO005099	SPENT002470	773	3	279	368	0.4483	0.1655	SPENP006483	90
SPENO005100	SPENT005108	1921	2	167	1921	0.0634	1.0	SPENP012123,SPENP012055	1755
SPENO005101	SPENT004851	1044	2	683	895	0.1714	0.0089	SPENP023595	213
SPENO005102	SPENT005264	905	1	1	222	0.2329	0.3024	SPENP012824	222
SPENO005103	SPENT002740	440	2	152	370	0.3194	0.2461	SPENP007446	219
SPENO005104	SPENT004325	1118	1	613	945	0.1	0.0644	SPENP020030	333
SPENO005105	SPENT002441	6291	2	3785	4015	0.2895	0.1125	SPENP006330,SPENP008026,SPENP013943,SPENP015579,SPENP017115,SPENP008084,SPENP014025,SPENP015672,SPENP013989,SPENP015626,SPENP026496,SPENP029477,SPENP029482	231
SPENO005106	SPENT003633	781	3	147	236	0.3448	0.0337	SPENP016863,SPENP016816	90
SPENO005107	SPENT001115	2669	2	50	508	0.3026	0.6725	SPENP016356,SPENP020663,SPENP002235,SPENP008154,SPENP010073,SPENP010074,SPENP014088,SPENP015688,SPENP017270,SPENP019993,SPENP022432,SPENP022433,SPENP002083,SPENP009384,SPENP013157,SPENP017059,SPENP019842,SPENP022232,SPENP022233,SPENP027427,SPENP028952	459
SPENO005108	SPENT002210	2284	1	70	345	0.2198	0.0471	SPENP000509,SPENP024888	276
SPENO005109	SPENT005801	8387	2	1439	1633	0.2969	0.0449	SPENP004484,SPENP006664,SPENP007364,SPENP008595,SPENP008979,SPENP010795,SPENP010796,SPENP014495,SPENP016183,SPENP017761,SPENP018425,SPENP019583,SPENP019584,SPENP019585,SPENP020498,SPENP024214,SPENP024867,SPENP025371,SPENP027420,SPENP028409	195
SPENO005110	SPENT003783	20954	2	18074	18145	0.3478	0	SPENP016990	72
SPENO005111	SPENT003783	20954	1	13600	13644	1.0	0.0002	SPENP023668	45
SPENO005112	SPENT000792	4765	3	3597	3695	0.4688	0.0112	SPENP001638	99
SPENO005113	SPENT001026	1608	2	545	742	0.1538	0.0436	SPENP002136,SPENP002067	198
SPENO005114	SPENT005538	819	1	442	690	0.5366	0.1713	SPENP015175,SPENP014760,SPENP014798,SPENP014765	249
SPENO005115	SPENT003391	601	1	370	534	0.2593	0.089	SPENP011479	165
SPENO005116	SPENT000025	869	3	492	857	0.8595	0.3854	SPENP004879,SPENP002177,SPENP003843,SPENP008079,SPENP011905,SPENP013984,SPENP015661,SPENP018059,SPENP019920,SPENP023513,SPENP000252,SPENP001562,SPENP001869,SPENP002440,SPENP004107,SPENP006484,SPENP007091,SPENP007664,SPENP008282,SPENP009195,SPENP009511,SPENP010239,SPENP010240,SPENP011429,SPENP012006,SPENP013407,SPENP014211,SPENP014997,SPENP015847,SPENP017434,SPENP018191,SPENP019253,SPENP019254,SPENP019255,SPENP020189,SPENP022660,SPENP022661,SPENP023616,SPENP024019,SPENP024670,SPENP025194,SPENP008568,SPENP000138,SPENP001013,SPENP001519,SPENP001816,SPENP002205,SPENP003913,SPENP004800,SPENP006382,SPENP006917,SPENP007594,SPENP008130,SPENP008833,SPENP009155,SPENP009430,SPENP010081,SPENP010082,SPENP011301,SPENP011931,SPENP012262,SPENP012263,SPENP012755,SPENP013257,SPENP014059,SPENP014863,SPENP015720,SPENP017237,SPENP018112,SPENP018606,SPENP018607,SPENP019007,SPENP019008,SPENP019009,SPENP020058,SPENP022416,SPENP022417,SPENP023906,SPENP024523,SPENP025089,SPENP000290,SPENP001598,SPENP001884,SPENP002498,SPENP004148,SPENP004848,SPENP006508,SPENP007161,SPENP007675,SPENP008412,SPENP009211,SPENP009532,SPENP010395,SPENP010396,SPENP011458,SPENP012027,SPENP012400,SPENP012401,SPENP013423,SPENP014248,SPENP015017,SPENP015962,SPENP017490,SPENP018270,SPENP018644,SPENP018645,SPENP019304,SPENP019305,SPENP019306,SPENP020298,SPENP022708,SPENP022709,SPENP023669,SPENP024083,SPENP024709,SPENP025242,SPENP004377,SPENP014280,SPENP015914,SPENP018246,SPENP000422,SPENP002649,SPENP008525,SPENP010661,SPENP010662,SPENP011598,SPENP012078,SPENP014418,SPENP016084,SPENP017699,SPENP018371,SPENP020447,SPENP024818,SPENP000110,SPENP011906,SPENP009733,SPENP009734,SPENP011883,SPENP015528,SPENP001636,SPENP001896,SPENP002533,SPENP004239,SPENP006550,SPENP007181,SPENP007708,SPENP008461,SPENP008913,SPENP009230,SPENP009568,SPENP010501,SPENP010502,SPENP012047,SPENP012809,SPENP012991,SPENP013448,SPENP014302,SPENP015993,SPENP017563,SPENP018287,SPENP018660,SPENP018661,SPENP019445,SPENP019446,SPENP019447,SPENP020315,SPENP022768,SPENP022769,SPENP023698,SPENP024133,SPENP024768,SPENP025261,SPENP000125,SPENP000976,SPENP001518,SPENP001823,SPENP002242,SPENP003947,SPENP004785,SPENP006391,SPENP006943,SPENP007593,SPENP008136,SPENP009151,SPENP009466,SPENP010051,SPENP010052,SPENP011305,SPENP011936,SPENP012278,SPENP012279,SPENP012747,SPENP012904,SPENP013256,SPENP014076,SPENP014908,SPENP015708,SPENP017254,SPENP018106,SPENP018974,SPENP018975,SPENP018976,SPENP019984,SPENP022376,SPENP022377,SPENP023550,SPENP023910,SPENP024513,SPENP025085,SPENP016729	366
SPENO005117	SPENT004351	632	2	128	244	0.3421	0.0126	SPENP020163	117
SPENO005118	SPENT000666	1095	3	375	638	0.4713	0.146	SPENP001805,SPENP009135,SPENP009409,SPENP009935,SPENP009936,SPENP011293,SPENP023860,SPENP025042,SPENP009716,SPENP011153,SPENP011154,SPENP011791,SPENP001472,SPENP009142,SPENP009971,SPENP009972,SPENP011286,SPENP012226,SPENP012227,SPENP023511,SPENP023868,SPENP025077,SPENP010895,SPENP010896,SPENP024250,SPENP028641	264
SPENO005119	SPENT002574	3403	3	975	1160	0.1475	0.0115	SPENP006851	186
SPENO005120	SPENT004028	1692	1	1009	1119	0.3889	0.0078	SPENP017530	111
SPENO005121	SPENT004482	7910	3	654	692	0.8333	0.0002	SPENP022316,SPENP022317	39
SPENO005122	SPENT001880	5700	2	2066	2122	0.9444	0.0001	SPENP004393	57
SPENO005123	SPENT002116	580	2	248	421	0.4035	0.4726	SPENP024619,SPENP016913	174
SPENO005124	SPENT000304	2923	3	2463	2717	0.119	0.0434	SPENP000944	255
SPENO005125	SPENT005067	2129	1	865	957	0.4	0.0155	SPENP011957	93
SPENO005126	SPENT003865	402	2	50	295	0.0988	0.0028	SPENP016990	246
SPENO005127	SPENT002788	2604	1	247	318	0.6087	0.0018	SPENP007677	72
SPENO005128	SPENT004671	660	2	137	610	0.0892	0.7192	SPENP000678,SPENP023371,SPENP029509	474
SPENO005129	SPENT004571	3525	1	502	1221	0.0586	0.7291	SPENP022694,SPENP022695	720
SPENO005130	SPENT005659	12464	1	6880	7071	0.2857	0.0027	SPENP015389	192
SPENO005131	SPENT000896	467	2	2	229	0.16	0.0536	SPENP001828,SPENP006375,SPENP006938,SPENP008124,SPENP010059,SPENP010060,SPENP011937,SPENP023903,SPENP006433,SPENP006999,SPENP010165,SPENP010166,SPENP023976	228
SPENO005132	SPENT005840	1445	3	159	404	0.1235	0.1412	SPENP022320,SPENP022321	246
SPENO005133	SPENT004009	5648	1	4030	4104	0.5	0	SPENP017338	75
SPENO005134	SPENT000814	588	2	44	298	0.4881	0.2118	SPENP008314,SPENP014206,SPENP015851,SPENP017419,SPENP020157,SPENP008218,SPENP001653,SPENP008500,SPENP014345,SPENP016058,SPENP018335,SPENP020374,SPENP024782,SPENP025746,SPENP027454	255
SPENO005135	SPENT000349	1236	1	1099	1188	0.3793	0.0705	SPENP001001	90
SPENO005136	SPENT002335	470	1	1	309	0.6667	0.2501	SPENP000641,SPENP005029,SPENP005030,SPENP005031,SPENP005032,SPENP005033,SPENP008793,SPENP009116,SPENP012882,SPENP014772,SPENP020788,SPENP020789,SPENP020790,SPENP020791,SPENP014771,SPENP008959,SPENP013045,SPENP021168,SPENP021169,SPENP021170,SPENP021171,SPENP009277,SPENP016592,SPENP000710,SPENP005719,SPENP005720,SPENP005721,SPENP005722,SPENP005723,SPENP008922,SPENP009244,SPENP012821,SPENP013013,SPENP013837,SPENP013838,SPENP015109,SPENP015358,SPENP016573,SPENP021252,SPENP021253,SPENP021254,SPENP021255,SPENP000636,SPENP005064,SPENP005065,SPENP005066,SPENP005067,SPENP005068,SPENP009111,SPENP014799,SPENP020800,SPENP020801,SPENP020802,SPENP020803,SPENP021208,SPENP021209,SPENP021210,SPENP021211,SPENP009179,SPENP006169,SPENP006170,SPENP006171,SPENP006172,SPENP006173	309
SPENO005137	SPENT003574	904	2	137	355	0.125	0.0144	SPENP016754	219
SPENO005138	SPENT000818	3152	1	2845	2958	0.4595	0.0045	SPENP001685	114
SPENO005139	SPENT002058	993	3	705	959	0.131	0.1668	SPENP012915,SPENP024503	255
SPENO005140	SPENT001786	928	1	1	840	0.0502	0.9572	SPENP004189	840
SPENO005141	SPENT003189	946	3	291	347	0.9444	0.0009	SPENP009261	57
SPENO005142	SPENT000751	279	1	10	279	0.764	0.1603	SPENP004066,SPENP021036,SPENP021037,SPENP021038,SPENP021039,SPENP003300,SPENP004524,SPENP014541,SPENP015410,SPENP016625,SPENP018682,SPENP018683,SPENP021496,SPENP021497,SPENP021498,SPENP021499,SPENP025398,SPENP003208,SPENP015437,SPENP000168,SPENP003105,SPENP003952,SPENP012246,SPENP012247,SPENP015297,SPENP017295,SPENP018614,SPENP018615,SPENP000251,SPENP001563,SPENP001855,SPENP002432,SPENP003166,SPENP003564,SPENP004128,SPENP005399,SPENP005400,SPENP005401,SPENP005402,SPENP005403,SPENP006491,SPENP007078,SPENP007631,SPENP008303,SPENP008866,SPENP009204,SPENP010321,SPENP010322,SPENP012005,SPENP012364,SPENP012365,SPENP012955,SPENP013374,SPENP013797,SPENP013798,SPENP014201,SPENP014979,SPENP015311,SPENP015864,SPENP016503,SPENP017439,SPENP018634,SPENP018635,SPENP019214,SPENP019215,SPENP019216,SPENP020190,SPENP021032,SPENP021033,SPENP021034,SPENP021035,SPENP022632,SPENP022633,SPENP023336,SPENP023652,SPENP024005,SPENP024635,SPENP025186,SPENP015262	270
SPENO005143	SPENT005903	1394	3	798	1004	0.1912	0.5861	SPENP001133	207
SPENO005144	SPENT004530	2211	1	868	1086	0.3889	0.0973	SPENP022526,SPENP022527,SPENP022852,SPENP022853	219
SPENO005145	SPENT004487	1469	1	139	384	0.1235	0.1411	SPENP022320,SPENP022321	246
SPENO005146	SPENT002008	5464	2	656	799	0.1915	0.0012	SPENP024412	144
SPENO005147	SPENT004319	1846	2	1091	1129	0.9167	0.0015	SPENP020031	39
SPENO005148	SPENT001041	1689	2	527	724	0.1538	0.0434	SPENP002136,SPENP002067	198
SPENO005149	SPENT001276	3379	3	201	674	0.1083	0.4476	SPENP002558,SPENP002652,SPENP028522,SPENP028777	474
SPENO005150	SPENT003402	5480	3	5253	5351	0.4688	0.0021	SPENP000365,SPENP011520	99
SPENO005151	SPENT000150	9372	3	3564	3617	0.4706	0.0001	SPENP000813	54
SPENO005152	SPENT002396	1075	3	549	644	0.4839	0.0116	SPENP005654,SPENP005655,SPENP005656,SPENP005657,SPENP005658,SPENP024109	96
SPENO005153	SPENT004748	912	2	296	535	0.1519	0.0075	SPENP023595	240
SPENO005154	SPENT003443	559	2	182	319	0.5111	0.3571	SPENP011709	138
SPENO005155	SPENT001396	1757	2	482	811	0.1927	0.154	SPENP024605,SPENP002815,SPENP010905,SPENP010906,SPENP013609,SPENP024907,SPENP025417,SPENP026793	330
SPENO005156	SPENT005424	1138	1	649	756	0.4286	0.0093	SPENP013831,SPENP013832	108
SPENO005157	SPENT004648	1175	1	970	1152	0.3333	0.0511	SPENP023296,SPENP023237	183
SPENO005158	SPENT000669	1054	3	225	998	0.4047	0.9829	SPENP001582,SPENP012977,SPENP021664,SPENP021665,SPENP021666,SPENP021667,SPENP001512,SPENP012906,SPENP018968,SPENP018969,SPENP018970,SPENP016904,SPENP001758,SPENP012866,SPENP013102,SPENP001473,SPENP018896,SPENP018897,SPENP018898,SPENP026557,SPENP026593	774
SPENO005159	SPENT004984	749	2	635	673	0.9167	0.0007	SPENP023917	39
SPENO005160	SPENT004613	207	1	58	198	0.3696	0.009	SPENP022954,SPENP022955	141
SPENO005161	SPENT004470	12476	2	12353	12457	0.2353	0.0017	SPENP022156,SPENP022157	105
SPENO005162	SPENT004285	616	3	348	596	0.2195	0.9758	SPENP019817,SPENP019839,SPENP022236,SPENP022237	249
SPENO005163	SPENT003799	6388	1	1732	2223	0.0491	0.1744	SPENP016990	492
SPENO005164	SPENT001384	2635	2	1925	2125	0.3182	0.0278	SPENP002813,SPENP010897,SPENP010898,SPENP013081,SPENP018454	201
SPENO005165	SPENT004780	3770	2	782	1123	0.1062	0.0054	SPENP023595	342
SPENO005166	SPENT003388	487	2	161	367	0.2059	0.0175	SPENP011482	207
SPENO005167	SPENT002594	2445	2	86	190	0.3235	0.0037	SPENP006941	105
SPENO005168	SPENT005955	374	2	56	178	0.425	0.0548	SPENP000721	123
SPENO005169	SPENT000721	1672	2	491	1276	0.2222	0.9355	SPENP010045,SPENP010046,SPENP001541,SPENP010185,SPENP010186,SPENP010609,SPENP010610,SPENP001699,SPENP013060	786
SPENO005170	SPENT005374	316	2	149	283	0.3636	0.0708	SPENP013513,SPENP026439	135
SPENO005171	SPENT002922	9390	2	7778	7882	0.4118	0.0041	SPENP008326,SPENP008386	105
SPENO005172	SPENT001998	1645	2	1178	1525	0.3826	0.4257	SPENP018666,SPENP018667,SPENP018630,SPENP018631,SPENP012436,SPENP012437,SPENP018654,SPENP018655,SPENP024759,SPENP018652,SPENP018653,SPENP024743,SPENP018576,SPENP018577,SPENP024374	348
SPENO005173	SPENT001998	1645	1	730	1197	0.1613	0.9334	SPENP018608,SPENP018609,SPENP018646,SPENP018647	468
SPENO005174	SPENT004852	4383	2	2462	2809	0.1043	0.0344	SPENP023595	348
SPENO005175	SPENT003372	532	1	46	255	0.1884	0.794	SPENP011390	210
SPENO005176	SPENT004974	1351	2	20	493	0.172	0.9132	SPENP023788	474
SPENO005177	SPENT005422	3231	2	824	958	0.3409	0.0034	SPENP013825,SPENP013826	135
SPENO005178	SPENT000711	1726	1	331	537	0.1618	0.219	SPENP001526	207
SPENO005179	SPENT000711	1726	3	297	461	0.3148	0.0266	SPENP008529	165
SPENO005180	SPENT006002	1704	1	1435	1596	0.2453	0.0042	SPENP000263	162
SPENO005181	SPENT003120	635	3	12	167	0.5294	0.289	SPENP009056	156
SPENO005182	SPENT003257	2729	1	1	309	0.1275	0.0385	SPENP010285,SPENP010286,SPENP025885	309
SPENO005183	SPENT004120	479	1	1	96	0.3226	0.0027	SPENP018092	96
SPENO005184	SPENT005441	1748	3	1023	1265	0.1	0.3942	SPENP013914,SPENP015518	243
SPENO005185	SPENT003965	11952	1	1516	1707	0.127	0.0106	SPENP016990	192
SPENO005186	SPENT002723	1678	1	190	360	0.3214	0.7292	SPENP007325	171
SPENO005187	SPENT003386	1306	1	808	1080	0.1556	0.0994	SPENP011482	273
SPENO005188	SPENT004498	3077	3	192	437	0.1235	0.1296	SPENP022320,SPENP022321	246
SPENO005189	SPENT002298	1689	1	175	303	0.4048	0.0412	SPENP004840,SPENP004891	129
SPENO005190	SPENT002107	734	3	447	719	0.1333	0.0235	SPENP024609	273
SPENO005191	SPENT005377	3433	2	3299	3391	0.8333	0.0069	SPENP013653,SPENP013499	93
SPENO005192	SPENT003785	8435	2	5243	5518	0.2198	0.0015	SPENP016990,SPENP023595	276
SPENO005193	SPENT003307	4998	2	743	3928	0.0283	1.0	SPENP011125,SPENP011126	3186
SPENO005194	SPENT003359	2971	3	1542	1646	0.3529	0.0158	SPENP011363	105
SPENO005195	SPENT005822	1316	1	241	297	0.7778	0.4354	SPENP011827	57
SPENO005196	SPENT005772	1621	2	545	742	0.1538	0.0436	SPENP002136,SPENP002067	198
SPENO005197	SPENT001792	1424	2	200	352	0.28	0.0032	SPENP004203	153
SPENO005198	SPENT004201	2333	2	1730	1870	0.2609	0.8617	SPENP019175,SPENP019176,SPENP019177,SPENP018890,SPENP018891,SPENP018892	141
SPENO005199	SPENT003837	19967	2	17087	17158	0.3478	0	SPENP016990	72
SPENO005200	SPENT003837	19967	1	12613	12657	1.0	0.0002	SPENP023668	45
SPENO005201	SPENT000750	368	3	30	362	0.6818	0.074	SPENP003306,SPENP015405,SPENP021848,SPENP021849,SPENP021850,SPENP021851,SPENP002908,SPENP003357,SPENP004666,SPENP006154,SPENP006155,SPENP006156,SPENP006157,SPENP006158,SPENP006744,SPENP012652,SPENP012653,SPENP014630,SPENP015450,SPENP016325,SPENP018702,SPENP018703,SPENP020643,SPENP021828,SPENP021829,SPENP021830,SPENP021831,SPENP005314,SPENP005315,SPENP005316,SPENP005317,SPENP005318,SPENP013749,SPENP013750,SPENP023569,SPENP022004,SPENP022005,SPENP022006,SPENP022007,SPENP003657,SPENP021512,SPENP021513,SPENP021514,SPENP021515,SPENP000251,SPENP001563,SPENP001855,SPENP002432,SPENP003166,SPENP003564,SPENP004128,SPENP005399,SPENP005400,SPENP005401,SPENP005402,SPENP005403,SPENP006491,SPENP007078,SPENP007631,SPENP008303,SPENP008866,SPENP009204,SPENP010321,SPENP010322,SPENP012005,SPENP012364,SPENP012365,SPENP012955,SPENP013374,SPENP013797,SPENP013798,SPENP014201,SPENP014979,SPENP015311,SPENP015864,SPENP016503,SPENP017439,SPENP018634,SPENP018635,SPENP019214,SPENP019215,SPENP019216,SPENP020190,SPENP021032,SPENP021033,SPENP021034,SPENP021035,SPENP022632,SPENP022633,SPENP023336,SPENP023652,SPENP024005,SPENP024635,SPENP025186,SPENP002797,SPENP003299,SPENP003661,SPENP004546,SPENP007388,SPENP007828,SPENP008617,SPENP011666,SPENP014536,SPENP015406,SPENP016200,SPENP016624,SPENP018688,SPENP018689,SPENP020541,SPENP021520,SPENP021521,SPENP021522,SPENP021523,SPENP025404,SPENP018580,SPENP018581,SPENP006094,SPENP006095,SPENP006096,SPENP006097,SPENP006098,SPENP015441,SPENP016299,SPENP016650,SPENP021728,SPENP021729,SPENP021730,SPENP021731	333
SPENO005202	SPENT000292	974	3	153	218	0.4762	0.0144	SPENP000896	66
SPENO005203	SPENT001054	4470	3	534	731	0.1538	0.0369	SPENP002136,SPENP002067	198
SPENO005204	SPENT003226	1988	3	852	1436	0.0722	0.9904	SPENP009531	585
SPENO005205	SPENT003218	2234	1	163	273	0.3056	0.0166	SPENP009455,SPENP027828	111
SPENO005206	SPENT006108	2285	1	1492	1554	0.7	0.0141	SPENP000309	63
SPENO005207	SPENT004410	3523	2	299	466	0.4	0.0173	SPENP020583	168
SPENO005208	SPENT005859	3192	2	2633	2923	0.1458	0.073	SPENP016528	291
SPENO005209	SPENT001468	548	3	66	263	0.5692	0.2383	SPENP004627,SPENP003258,SPENP012490,SPENP012491,SPENP014400,SPENP003172,SPENP025994,SPENP028366,SPENP028403	198
SPENO005210	SPENT001731	4869	2	1850	2005	0.2549	0.0059	SPENP004116	156
SPENO005211	SPENT000141	4137	1	3829	3978	0.6939	0.9182	SPENP000820,SPENP011224,SPENP019796,SPENP007473,SPENP020644	150
SPENO005212	SPENT003034	2610	3	159	719	0.3602	0.7172	SPENP023871,SPENP016714,SPENP010873,SPENP010874,SPENP015184,SPENP024235,SPENP025389,SPENP010707,SPENP010708,SPENP013540,SPENP016752,SPENP009985,SPENP009986,SPENP013165,SPENP023823	561
SPENO005213	SPENT003622	2390	1	1	75	0.375	0.0071	SPENP016789	75
SPENO005214	SPENT005670	603	1	295	369	0.875	0.0082	SPENP015413	75
SPENO005215	SPENT001492	6517	1	4093	4314	0.2329	0.0898	SPENP003247,SPENP015375	222
SPENO005216	SPENT002982	2658	2	158	193	0.8182	0.0014	SPENP025015	36
SPENO005217	SPENT001039	1582	2	527	724	0.1538	0.0437	SPENP002136,SPENP002067	198
SPENO005218	SPENT002423	529	2	56	202	0.5208	0.0874	SPENP000754,SPENP005964,SPENP005965,SPENP005966,SPENP005967,SPENP005968,SPENP000771,SPENP009045	147
SPENO005219	SPENT003225	384	1	154	333	0.2373	0.0774	SPENP009543	180
SPENO005220	SPENT001829	1333	3	369	1094	0.195	0.9985	SPENP014696,SPENP025481,SPENP004274	726
SPENO005221	SPENT004967	12058	1	11302	11538	0.2179	0.0353	SPENP023736	237
SPENO005222	SPENT001465	18104	1	14245	14544	0.1212	0.0058	SPENP023595	300
SPENO005223	SPENT001465	18104	3	17622	17744	0.325	0.0033	SPENP003169,SPENP007082	123
SPENO005224	SPENT002281	985	2	470	760	0.2917	0.6038	SPENP004872,SPENP004805	291
SPENO005225	SPENT004279	359	1	1	243	0.375	0.0399	SPENP021436,SPENP021437,SPENP021438,SPENP021439,SPENP014781,SPENP019860,SPENP020908,SPENP020909,SPENP020910,SPENP020911	243
SPENO005226	SPENT001356	350	3	30	209	0.4746	0.0696	SPENP002745,SPENP014487,SPENP016171,SPENP017774,SPENP020500,SPENP003779,SPENP015569	180
SPENO005227	SPENT001922	2131	2	407	574	0.3636	0.0634	SPENP004539	168
SPENO005228	SPENT005411	632	1	508	546	0.9167	0	SPENP013761,SPENP013762	39
SPENO005229	SPENT003674	727	2	71	262	0.1429	0.1031	SPENP016821	192
SPENO005230	SPENT005962	1556	2	527	754	0.1733	0.2164	SPENP000670	228
SPENO005231	SPENT005552	2472	2	2102	2290	0.1452	0.0073	SPENP014807	189
SPENO005232	SPENT005511	323	1	175	234	0.9474	0.1364	SPENP014458	60
SPENO005233	SPENT005271	1707	3	357	419	0.95	0.0033	SPENP012842	63
SPENO005234	SPENT004485	1413	3	159	404	0.1235	0.1415	SPENP022320,SPENP022321	246
SPENO005235	SPENT000319	551	1	187	402	0.4225	0.6124	SPENP016101,SPENP020424,SPENP000127,SPENP000983,SPENP002219,SPENP015726,SPENP020048,SPENP025883,SPENP026708,SPENP027104,SPENP027105	216
SPENO005236	SPENT004234	1288	1	439	633	0.3281	0.0053	SPENP019646,SPENP019647,SPENP019648	195
SPENO005237	SPENT002041	333	1	1	333	0.3455	0.9884	SPENP012733,SPENP023532,SPENP024439,SPENP023648,SPENP008144,SPENP023556,SPENP023685,SPENP012778,SPENP023621,SPENP023675,SPENP016814,SPENP023705,SPENP005514,SPENP005515,SPENP005516,SPENP005517,SPENP005518,SPENP023654,SPENP016901	333
SPENO005238	SPENT001612	2204	2	845	1078	0.2078	0.014	SPENP003616	234
