orf_id	associated_transcript_id	trans_len	reading_frame	ORF_start	ORF_end	peptide_coverage	CPAT_score	associated_peptide_id	ORF_length(nt)
SPENO003913	SPENT005410	1201	1	508	546	0.9167	0	SPENP013761,SPENP013762	39
SPENO003914	SPENT005792	3423	2	92	2209	0.5206	1.0	SPENP002991,SPENP025489,SPENP002738,SPENP010837,SPENP010838,SPENP011652,SPENP013059,SPENP013575,SPENP014482,SPENP016153,SPENP017760,SPENP019616,SPENP019617,SPENP019618,SPENP020497,SPENP023028,SPENP023029,SPENP024224,SPENP024862,SPENP025376,SPENP002950,SPENP011105,SPENP011106,SPENP011779,SPENP025468,SPENP003012,SPENP025495,SPENP002768,SPENP004536,SPENP008612,SPENP010869,SPENP010870,SPENP011662,SPENP013069,SPENP013593,SPENP014532,SPENP015190,SPENP016217,SPENP017785,SPENP019628,SPENP019629,SPENP019630,SPENP020525,SPENP024247,SPENP024886,SPENP025387,SPENP003006,SPENP009089,SPENP011814,SPENP014732,SPENP025493,SPENP002980,SPENP009081,SPENP017973,SPENP025487,SPENP003015,SPENP009095,SPENP013118,SPENP014744,SPENP016442,SPENP017997,SPENP019742,SPENP019743,SPENP019744,SPENP020719,SPENP025499,SPENP003002,SPENP009088,SPENP011195,SPENP011196,SPENP011812,SPENP013116,SPENP013695,SPENP014728,SPENP016425,SPENP019739,SPENP019740,SPENP019741,SPENP025492,SPENP002740,SPENP008980,SPENP019598,SPENP019599,SPENP019600,SPENP020516,SPENP025372,SPENP002399,SPENP008299,SPENP011383,SPENP013389,SPENP014176,SPENP017398,SPENP020186,SPENP024045,SPENP025191,SPENP003017,SPENP025500,SPENP002594,SPENP008479,SPENP010637,SPENP010638,SPENP017621,SPENP019481,SPENP019482,SPENP019483,SPENP020380,SPENP024779,SPENP025314,SPENP002969,SPENP025480,SPENP003014,SPENP009094,SPENP011219,SPENP011220,SPENP011821,SPENP013700,SPENP014743,SPENP016441,SPENP017996,SPENP024971,SPENP025498,SPENP025870,SPENP025874,SPENP028204	2118
SPENO003915	SPENT001837	332	3	114	218	0.4412	0.0013	SPENP004285	105
SPENO003916	SPENT004389	424	2	86	424	0.1607	0.0736	SPENP020460	339
SPENO003917	SPENT001407	2800	2	2258	2329	0.9565	0.0001	SPENP002835	72
SPENO003918	SPENT001783	4079	3	3093	3200	0.4	0.0231	SPENP004172	108
SPENO003919	SPENT001893	6517	3	4146	4259	0.4865	0.0115	SPENP004475	114
SPENO003920	SPENT004407	2392	2	44	247	0.3284	0.017	SPENP020583	204
SPENO003921	SPENT004927	5954	1	2383	2598	0.169	0.0026	SPENP023595	216
SPENO003922	SPENT005978	449	1	16	207	0.254	0.793	SPENP000395	192
SPENO003923	SPENT004079	1366	1	379	525	0.3958	0.0697	SPENP017766	147
SPENO003924	SPENT005741	1081	3	33	389	0.1186	0.3766	SPENP016535	357
SPENO003925	SPENT005479	7755	1	3922	4032	0.3889	0.0273	SPENP014267,SPENP015329	111
SPENO003926	SPENT005993	645	2	137	286	0.3265	0.1583	SPENP000397	150
SPENO003927	SPENT000897	466	1	1	228	0.16	0.0536	SPENP001828,SPENP006375,SPENP006938,SPENP008124,SPENP010059,SPENP010060,SPENP011937,SPENP023903,SPENP006433,SPENP006999,SPENP010165,SPENP010166,SPENP023976	228
SPENO003928	SPENT002372	570	3	90	287	0.5692	0.817	SPENP005324,SPENP005325,SPENP005326,SPENP005327,SPENP005328,SPENP006134,SPENP006135,SPENP006136,SPENP006137,SPENP006138,SPENP006729,SPENP009319,SPENP011029,SPENP011030	198
SPENO003929	SPENT002050	1689	1	262	495	0.1299	0.1022	SPENP024459	234
SPENO003930	SPENT000693	1165	1	412	819	0.0815	0.5773	SPENP001511	408
SPENO003931	SPENT003740	339	2	212	280	0.5455	0.2746	SPENP016910	69
SPENO003932	SPENT001695	469	2	125	457	0.4818	0.151	SPENP004171,SPENP022682,SPENP022683,SPENP023032,SPENP023033,SPENP003945,SPENP019983,SPENP025710,SPENP025797,SPENP026120	333
SPENO003933	SPENT002951	567	3	270	335	0.7143	0.0025	SPENP008466	66
SPENO003934	SPENT001170	4216	3	2100	2213	0.5946	0.1241	SPENP002156,SPENP003873,SPENP017198,SPENP004037,SPENP003799	114
SPENO003935	SPENT001170	4216	2	1199	2068	0.0761	0.9869	SPENP003785,SPENP002386,SPENP004054,SPENP011435,SPENP017401,SPENP023347	870
SPENO003936	SPENT000308	1717	3	195	1052	0.0386	0.9757	SPENP000995	858
SPENO003937	SPENT001379	897	1	445	747	0.21	0.7619	SPENP002804	303
SPENO003938	SPENT004180	957	2	41	175	0.2727	0.3237	SPENP018620,SPENP018621	135
SPENO003939	SPENT002054	840	1	157	276	0.2564	0.3178	SPENP024465	120
SPENO003940	SPENT000014	1444	3	135	1379	0.8986	0.9999	SPENP000278,SPENP001113,SPENP001853,SPENP002380,SPENP004125,SPENP004836,SPENP006497,SPENP007099,SPENP007667,SPENP008323,SPENP008881,SPENP010257,SPENP010258,SPENP013380,SPENP014197,SPENP014964,SPENP015892,SPENP017446,SPENP018208,SPENP020171,SPENP022642,SPENP022643,SPENP023333,SPENP023997,SPENP024631,SPENP025204,SPENP019809,SPENP002004,SPENP006796,SPENP007932,SPENP013125,SPENP013885,SPENP014745,SPENP015498,SPENP017040,SPENP018006,SPENP019786,SPENP024358,SPENP001158,SPENP002515,SPENP004200,SPENP004853,SPENP007147,SPENP008406,SPENP010401,SPENP010402,SPENP014285,SPENP015965,SPENP020240,SPENP004709,SPENP004943,SPENP011133,SPENP011134,SPENP018542,SPENP020685,SPENP023793,SPENP002596,SPENP004350,SPENP004888,SPENP007250,SPENP018334,SPENP020369,SPENP000551,SPENP008692,SPENP015213,SPENP018491,SPENP020608,SPENP000449,SPENP001303,SPENP001931,SPENP002723,SPENP004445,SPENP004906,SPENP006630,SPENP007346,SPENP008556,SPENP010741,SPENP010742,SPENP013557,SPENP014447,SPENP015157,SPENP016108,SPENP017737,SPENP018384,SPENP020494,SPENP022964,SPENP022965,SPENP023414,SPENP024192,SPENP024834,SPENP025361,SPENP001399,SPENP004721,SPENP000483,SPENP001318,SPENP002752,SPENP004486,SPENP006665,SPENP007379,SPENP007816,SPENP008588,SPENP010841,SPENP010842,SPENP013582,SPENP014501,SPENP015166,SPENP016182,SPENP017756,SPENP018422,SPENP020504,SPENP024232,SPENP000008,SPENP000812,SPENP002016,SPENP004735,SPENP006785,SPENP007931,SPENP009749,SPENP009750,SPENP013138,SPENP013908,SPENP014761,SPENP015510,SPENP016993,SPENP019784,SPENP022168,SPENP022169,SPENP023812,SPENP000028,SPENP000847,SPENP001791,SPENP002078,SPENP003760,SPENP004740,SPENP006314,SPENP006821,SPENP008017,SPENP008788,SPENP009787,SPENP009788,SPENP013183,SPENP013933,SPENP014775,SPENP015599,SPENP017114,SPENP018031,SPENP019834,SPENP022206,SPENP022207,SPENP023467,SPENP023830,SPENP024410,SPENP000589,SPENP001977,SPENP002911,SPENP006748,SPENP007476,SPENP009057,SPENP011061,SPENP011062,SPENP014644,SPENP015228,SPENP016339,SPENP017916,SPENP020650,SPENP024951,SPENP025459,SPENP019880,SPENP000203,SPENP001073,SPENP002315,SPENP004014,SPENP006427,SPENP007003,SPENP008192,SPENP010175,SPENP010176,SPENP013309,SPENP014918,SPENP015784,SPENP017334,SPENP018154,SPENP020077,SPENP023324,SPENP023612,SPENP023972,SPENP024556,SPENP001391,SPENP002924,SPENP004686,SPENP004941,SPENP007902,SPENP011081,SPENP011082,SPENP018529,SPENP020666,SPENP023792,SPENP001390,SPENP001976,SPENP002913,SPENP004680,SPENP007478,SPENP008728,SPENP011063,SPENP011064,SPENP016344,SPENP018522,SPENP020648,SPENP004591,SPENP001231,SPENP002631,SPENP004331,SPENP004873,SPENP007245,SPENP008485,SPENP010635,SPENP010636,SPENP014385,SPENP016055,SPENP018339,SPENP020392,SPENP024167,SPENP000495,SPENP002783,SPENP004924,SPENP008621,SPENP010865,SPENP010866,SPENP014519,SPENP015188,SPENP016215,SPENP017802,SPENP018444,SPENP020530,SPENP023038,SPENP023039,SPENP024881,SPENP004664,SPENP020646,SPENP004638,SPENP018492,SPENP020631,SPENP000064,SPENP000859,SPENP002055,SPENP003763,SPENP004737,SPENP006832,SPENP007980,SPENP009813,SPENP009814,SPENP013156,SPENP013956,SPENP014816,SPENP015568,SPENP017083,SPENP018019,SPENP019833,SPENP022202,SPENP022203,SPENP023824,SPENP024384,SPENP002118,SPENP003845,SPENP004765,SPENP006887,SPENP007559,SPENP008073,SPENP009901,SPENP009902,SPENP013991,SPENP014821,SPENP015657,SPENP017210,SPENP018083,SPENP019901,SPENP022336,SPENP022337,SPENP023519,SPENP007114,SPENP010249,SPENP010250,SPENP020211,SPENP023638,SPENP011185,SPENP011186,SPENP016415,SPENP018556,SPENP020707,SPENP000180,SPENP001090,SPENP002323,SPENP003974,SPENP006447,SPENP007034,SPENP007599,SPENP008211,SPENP008845,SPENP010191,SPENP010192,SPENP012923,SPENP014140,SPENP014914,SPENP015835,SPENP017311,SPENP018147,SPENP020110,SPENP022572,SPENP022573,SPENP023971,SPENP024584,SPENP019862,SPENP023490,SPENP004603,SPENP010951,SPENP010952,SPENP004605,SPENP007438,SPENP008671,SPENP010933,SPENP010934,SPENP014573,SPENP016258,SPENP018468,SPENP020571,SPENP000261,SPENP001131,SPENP001866,SPENP002425,SPENP004075,SPENP006482,SPENP007098,SPENP007657,SPENP008283,SPENP010267,SPENP010268,SPENP014196,SPENP014984,SPENP015868,SPENP017436,SPENP018231,SPENP020178,SPENP022638,SPENP022639,SPENP024016,SPENP024627,SPENP025200,SPENP016228,SPENP020568,SPENP002101,SPENP003811,SPENP004739,SPENP007993,SPENP009811,SPENP009812,SPENP013971,SPENP015585,SPENP019831,SPENP002896,SPENP004659,SPENP004937,SPENP011043,SPENP011044,SPENP018509,SPENP020637,SPENP023784,SPENP002550,SPENP004275,SPENP004866,SPENP006558,SPENP007216,SPENP008449,SPENP008915,SPENP017580,SPENP018311,SPENP020364,SPENP023681,SPENP024096,SPENP000604,SPENP002937,SPENP006765,SPENP007490,SPENP008749,SPENP011115,SPENP011116,SPENP012871,SPENP014669,SPENP015236,SPENP016376,SPENP018538,SPENP020678,SPENP023194,SPENP023195,SPENP000442,SPENP001289,SPENP001672,SPENP001925,SPENP002651,SPENP004418,SPENP006622,SPENP007314,SPENP007778,SPENP008520,SPENP008957,SPENP010705,SPENP010706,SPENP012823,SPENP013030,SPENP013537,SPENP014401,SPENP015123,SPENP016082,SPENP017700,SPENP018355,SPENP020420,SPENP022960,SPENP022961,SPENP023732,SPENP024821,SPENP025333,SPENP011121,SPENP011122,SPENP020587,SPENP001344,SPENP002762,SPENP004543,SPENP004923,SPENP008987,SPENP010889,SPENP010890,SPENP018431,SPENP020527,SPENP020649,SPENP025616,SPENP025642,SPENP025678,SPENP025785,SPENP025806,SPENP025848,SPENP025958,SPENP026512,SPENP026515,SPENP026567,SPENP026613,SPENP026653,SPENP026668,SPENP026783,SPENP026787,SPENP026815,SPENP026829,SPENP026908,SPENP026909,SPENP026981,SPENP026982,SPENP027065,SPENP027165,SPENP027261,SPENP027356,SPENP027362,SPENP027363,SPENP028512,SPENP028526,SPENP028540,SPENP028546,SPENP028612,SPENP028635,SPENP028776,SPENP028993,SPENP029315	1245
SPENO003941	SPENT001803	1044	1	211	303	0.4667	0.0026	SPENP004174,SPENP007142,SPENP017514	93
SPENO003942	SPENT005642	1717	3	1002	1523	0.0983	0.266	SPENP015119	522
SPENO003943	SPENT001290	273	1	1	273	0.1667	0.6921	SPENP002576,SPENP006568,SPENP007222,SPENP008455,SPENP010511,SPENP010512,SPENP011495,SPENP013470,SPENP016024,SPENP017606,SPENP018658,SPENP018659,SPENP020343	273
SPENO003944	SPENT004222	2129	1	1702	1821	0.3846	0.0395	SPENP019430,SPENP019431,SPENP019432	120
SPENO003945	SPENT005127	6944	3	834	1010	0.2759	0.0072	SPENP012068	177
SPENO003946	SPENT002259	368	3	246	368	0.25	0.0021	SPENP004774	123
SPENO003947	SPENT000106	9705	2	8615	8656	0.6923	0.0018	SPENP000835,SPENP000832	42
SPENO003948	SPENT000342	5116	1	271	519	0.1341	0.1994	SPENP000991	249
SPENO003949	SPENT000342	5116	3	4401	4637	0.1538	0.0009	SPENP023595	237
SPENO003950	SPENT000342	5116	3	57	188	0.2093	0.1228	SPENP016849	132
SPENO003951	SPENT000692	1001	3	42	176	0.7273	0.4778	SPENP002819,SPENP004569,SPENP008650,SPENP012116,SPENP013602,SPENP014554,SPENP016231,SPENP017814,SPENP020562,SPENP024900,SPENP000132,SPENP001504,SPENP002248,SPENP003904,SPENP006392,SPENP008190,SPENP008835,SPENP011326,SPENP011953,SPENP013285,SPENP014040,SPENP014885,SPENP015715,SPENP017265,SPENP019982,SPENP024538,SPENP026156,SPENP027444	135
SPENO003952	SPENT001298	1374	3	1185	1256	0.6957	0.0034	SPENP002622	72
SPENO003953	SPENT003045	5314	1	2353	2394	0.6923	0.0059	SPENP008795	42
SPENO003954	SPENT002343	273	1	1	150	0.2041	0.1888	SPENP005169,SPENP005170,SPENP005171,SPENP005172,SPENP005173	150
SPENO003955	SPENT004641	6779	3	1500	1571	1.0	0	SPENP023124,SPENP023125	72
SPENO003956	SPENT002739	2515	2	731	799	1.0	0.0002	SPENP007435	69
SPENO003957	SPENT001369	3612	3	990	1505	0.4737	0.9132	SPENP002944,SPENP002779,SPENP000533,SPENP026261	516
SPENO003958	SPENT000439	351	1	1	249	0.5244	0.1439	SPENP016008,SPENP002745,SPENP014487,SPENP016171,SPENP017774,SPENP020500,SPENP003779,SPENP015569,SPENP001187,SPENP001597,SPENP004175,SPENP007159,SPENP011480,SPENP015034,SPENP017543,SPENP020268,SPENP024687	249
SPENO003959	SPENT004178	1063	3	342	569	0.48	0.8147	SPENP018560	228
SPENO003960	SPENT005155	9862	2	1970	2011	0.6154	0.0003	SPENP012154,SPENP012155	42
SPENO003961	SPENT005816	1083	2	470	634	0.1667	0.2943	SPENP025020	165
SPENO003962	SPENT000994	2242	2	854	928	0.375	0.001	SPENP001996,SPENP002092	75
SPENO003963	SPENT005951	686	3	3	143	0.3043	0.1661	SPENP015044	141
SPENO003964	SPENT004698	12479	3	3300	3584	0.1277	0.0008	SPENP023595	285
SPENO003965	SPENT004793	2680	2	1799	2017	0.1667	0.0008	SPENP023595	219
SPENO003966	SPENT000377	708	1	22	345	0.1121	0.1751	SPENP001050	324
SPENO003967	SPENT000924	598	3	153	353	0.3333	0.283	SPENP001858,SPENP002412,SPENP003164,SPENP004055,SPENP007645,SPENP008864,SPENP012015,SPENP013403,SPENP014990,SPENP015869,SPENP017428,SPENP020228,SPENP022652,SPENP022653,SPENP025220,SPENP018584,SPENP018585	201
SPENO003968	SPENT000924	598	2	92	229	0.2444	0.0041	SPENP002228,SPENP003108,SPENP003930,SPENP006931,SPENP007589,SPENP011929,SPENP013291,SPENP014067,SPENP014875,SPENP015692,SPENP017221,SPENP018616,SPENP018617,SPENP020036,SPENP020936,SPENP020937,SPENP020938,SPENP020939,SPENP022380,SPENP022381,SPENP023281,SPENP024506,SPENP025122	138
SPENO003969	SPENT000625	924	3	204	248	0.5714	0.0003	SPENP001414	45
SPENO003970	SPENT005842	3274	3	2733	3050	0.1143	0.0752	SPENP023595	318
SPENO003971	SPENT000755	1674	3	1095	1187	0.4333	0.0016	SPENP001581	93
SPENO003972	SPENT003246	426	2	95	292	0.4769	0.12	SPENP023369,SPENP009919,SPENP009920,SPENP023280,SPENP010655,SPENP010656	198
SPENO003973	SPENT000333	2944	3	903	1244	0.2389	0.0309	SPENP004159,SPENP006523,SPENP010431,SPENP010432,SPENP014253,SPENP015936,SPENP017489,SPENP018273,SPENP016778,SPENP002379,SPENP004093,SPENP007060,SPENP010291,SPENP010292,SPENP018234,SPENP020169,SPENP001024,SPENP001527,SPENP002264,SPENP006412,SPENP006954,SPENP009465,SPENP010111,SPENP010112,SPENP013270,SPENP014102,SPENP014902,SPENP015684,SPENP017306,SPENP018133,SPENP018971,SPENP018972,SPENP018973,SPENP020014,SPENP023945,SPENP024502,SPENP000235,SPENP001092,SPENP001559,SPENP002383,SPENP004068,SPENP007064,SPENP007649,SPENP009519,SPENP010227,SPENP010228,SPENP011434,SPENP012010,SPENP013381,SPENP014175,SPENP014960,SPENP015867,SPENP017430,SPENP018199,SPENP019268,SPENP019269,SPENP019270,SPENP020172,SPENP022594,SPENP022595,SPENP023357,SPENP024025,SPENP025199,SPENP002338,SPENP003994,SPENP014137,SPENP015837,SPENP017357,SPENP020145,SPENP023985,SPENP024604,SPENP025591,SPENP025896,SPENP026353,SPENP026763,SPENP026764,SPENP027120,SPENP027224,SPENP027575,SPENP027576,SPENP027891,SPENP028015,SPENP028489,SPENP028662	342
SPENO003974	SPENT006075	1609	3	1518	1595	0.84	0.0016	SPENP000755	78
SPENO003975	SPENT004301	2646	3	1680	2003	0.1028	0.0569	SPENP020022	324
SPENO003976	SPENT005106	1923	2	167	1921	0.0634	1.0	SPENP012123,SPENP012055	1755
SPENO003977	SPENT000372	734	2	545	637	0.4333	0.0395	SPENP000229,SPENP001049,SPENP006439,SPENP007026,SPENP008193,SPENP015796,SPENP017326,SPENP018176,SPENP020089,SPENP023311,SPENP024582,SPENP018203,SPENP023344,SPENP025899,SPENP027893,SPENP028663	93
SPENO003978	SPENT002959	1574	3	120	326	0.5441	0.0665	SPENP008625,SPENP016197,SPENP008523	207
SPENO003979	SPENT005693	5362	1	4435	4479	1.0	0.001	SPENP015880,SPENP015879	45
SPENO003980	SPENT001978	319	2	242	319	0.36	0.0047	SPENP016731	78
SPENO003981	SPENT003726	510	2	41	280	0.2785	0.5878	SPENP016883,SPENP016875	240
SPENO003982	SPENT005448	1357	3	132	194	0.45	0.0158	SPENP013900,SPENP015507,SPENP013967,SPENP015571	63
SPENO003983	SPENT004792	4201	3	2682	2879	0.1846	0.0002	SPENP023595	198
SPENO003984	SPENT004891	9999	3	9162	9245	0.4444	0.0011	SPENP023595	84
SPENO003985	SPENT003052	3532	2	3266	3313	0.6667	0.0001	SPENP008812	48
SPENO003986	SPENT003026	1080	1	580	789	0.4638	0.5454	SPENP010595,SPENP010596,SPENP015087,SPENP023399,SPENP025312,SPENP010597,SPENP010598,SPENP019490,SPENP019491,SPENP019492,SPENP024159,SPENP025311	210
SPENO003987	SPENT005103	681	1	73	120	1.0	0.0004	SPENP012052	48
SPENO003988	SPENT000326	8375	2	3929	3967	0.9167	0.0001	SPENP001020	39
SPENO003989	SPENT002587	1327	1	454	591	0.2222	0.0312	SPENP006913	138
SPENO003990	SPENT004174	769	2	5	400	0.1832	0.0984	SPENP018493	396
SPENO003991	SPENT004771	4562	1	3256	3474	0.1667	0.0008	SPENP023595	219
SPENO003992	SPENT001699	753	2	212	463	0.3253	0.209	SPENP003889,SPENP004352,SPENP013219	252
SPENO003993	SPENT004310	3789	1	3700	3780	0.4231	0.001	SPENP020027	81
SPENO003994	SPENT004870	5695	2	4349	4693	0.1053	0.0096	SPENP023595	345
SPENO003995	SPENT004184	392	1	166	246	0.3077	0.0169	SPENP018743,SPENP018744,SPENP018745	81
SPENO003996	SPENT003350	488	2	164	265	0.3333	0.0054	SPENP011311	102
SPENO003997	SPENT003902	2474	1	2167	2355	0.129	0.0017	SPENP016990	189
SPENO003998	SPENT000660	946	1	103	255	0.2	0.0035	SPENP001468,SPENP013225	153
SPENO003999	SPENT004278	1530	2	617	862	0.1111	0.2285	SPENP019863	246
SPENO004000	SPENT002566	7119	1	5908	5937	1.0	0.0002	SPENP006825	30
SPENO004001	SPENT002310	1155	1	151	411	0.4302	0.5635	SPENP016974,SPENP004903,SPENP004899	261
SPENO004002	SPENT004324	2022	1	1231	1548	0.1048	0.0328	SPENP020030	318
SPENO004003	SPENT004324	2022	3	156	269	0.2973	0.035	SPENP015728	114
SPENO004004	SPENT004007	457	2	311	412	0.3636	0.0337	SPENP017317,SPENP020146	102
SPENO004005	SPENT005425	3658	3	3441	3512	0.7391	0.0003	SPENP013851,SPENP013852	72
SPENO004006	SPENT001033	1646	2	545	742	0.1538	0.0435	SPENP002136,SPENP002067	198
SPENO004007	SPENT004536	9615	1	1792	1851	0.6316	0.0012	SPENP022512,SPENP022513	60
SPENO004008	SPENT003008	2131	3	36	587	0.1967	0.728	SPENP019160,SPENP019161,SPENP019162,SPENP020111,SPENP022532,SPENP022533,SPENP025148,SPENP019094,SPENP019095,SPENP019096,SPENP020072,SPENP023951,SPENP025125,SPENP018932,SPENP018933,SPENP018934,SPENP019963,SPENP022352,SPENP022353,SPENP023863,SPENP025049,SPENP022480,SPENP022481	552
SPENO004009	SPENT002505	1059	3	537	686	0.3469	0.0497	SPENP006625	150
SPENO004010	SPENT004357	24611	1	6796	6978	0.2333	0.0007	SPENP020276	183
SPENO004011	SPENT003503	1803	2	479	853	0.0726	0.1838	SPENP016700	375
SPENO004012	SPENT003503	1803	3	792	1610	0.0331	0.9652	SPENP016851	819
SPENO004013	SPENT004139	655	2	206	439	0.1818	0.0414	SPENP018269	234
SPENO004014	SPENT003203	10779	1	7243	7392	0.449	0.0235	SPENP009303	150
SPENO004015	SPENT003742	2093	1	175	261	0.4286	0.602	SPENP016905	87
SPENO004016	SPENT001822	1738	1	208	291	0.5556	0.0016	SPENP004231	84
SPENO004017	SPENT004802	2208	3	567	890	0.1121	0.0152	SPENP023595	324
SPENO004018	SPENT001203	1227	2	44	244	0.1818	0.0988	SPENP002355,SPENP007022,SPENP007604,SPENP008266,SPENP015805,SPENP024589,SPENP025141,SPENP028665	201
SPENO004019	SPENT003278	609	1	196	465	0.2022	0.457	SPENP000418,SPENP010647,SPENP010648,SPENP010779,SPENP010780	270
SPENO004020	SPENT001233	2116	3	1956	2060	0.3824	0.011	SPENP002386,SPENP004054,SPENP011435,SPENP017401,SPENP023347	105
SPENO004021	SPENT001638	377	3	213	272	0.5263	0.0005	SPENP003777,SPENP016785	60
SPENO004022	SPENT000884	730	2	272	604	0.4727	0.0915	SPENP010099,SPENP010100,SPENP011338,SPENP008955,SPENP001812,SPENP023367,SPENP028329,SPENP028477	333
SPENO004023	SPENT000399	778	3	204	470	0.1591	0.1141	SPENP001161,SPENP002491,SPENP004133,SPENP008353,SPENP014266,SPENP015947,SPENP000262,SPENP001098,SPENP002416,SPENP004103,SPENP006474,SPENP007105,SPENP007666,SPENP008332,SPENP010333,SPENP010334,SPENP011417,SPENP012774,SPENP013397,SPENP014227,SPENP015900,SPENP017468,SPENP027264,SPENP027265,SPENP028047,SPENP028048	267
SPENO004024	SPENT002001	7852	1	5488	5619	0.2093	0.0011	SPENP024400	132
SPENO004025	SPENT003933	10024	2	4475	4723	0.0976	0.0049	SPENP016990	249
SPENO004026	SPENT003031	6055	1	241	978	0.2898	0.9737	SPENP023527,SPENP024168,SPENP025329,SPENP023683,SPENP009065	738
SPENO004027	SPENT003031	6055	1	3718	4239	0.0925	0.6769	SPENP000714	522
SPENO004028	SPENT002245	584	3	288	584	0.3571	0.5857	SPENP007572,SPENP007883,SPENP028310	297
SPENO004029	SPENT002245	584	1	1	222	0.5068	0.6223	SPENP004747,SPENP004823,SPENP016943,SPENP005584,SPENP005585,SPENP005586,SPENP005587,SPENP005588	222
SPENO004030	SPENT001565	4749	1	196	291	0.3226	0.0061	SPENP003425	96
SPENO004031	SPENT003714	1091	1	118	258	0.2174	0.0693	SPENP016858	141
SPENO004032	SPENT005855	954	3	696	746	0.8125	0.0029	SPENP015314	51
SPENO004033	SPENT002963	5021	2	137	1315	0.0459	0.9996	SPENP008555,SPENP013547	1179
SPENO004034	SPENT000593	569	2	23	385	0.3083	0.9262	SPENP004108,SPENP001381,SPENP004643,SPENP028423	363
SPENO004035	SPENT000815	774	1	31	309	0.6087	0.1443	SPENP001732,SPENP002844,SPENP007437,SPENP020573,SPENP024920,SPENP001695,SPENP002727,SPENP020478,SPENP023000,SPENP023001,SPENP001654,SPENP002637,SPENP006590,SPENP007248,SPENP011542,SPENP019502,SPENP019503,SPENP019504,SPENP020413,SPENP024799,SPENP025612,SPENP025910,SPENP026139,SPENP026781,SPENP027414,SPENP027602,SPENP027898,SPENP028146,SPENP028402,SPENP028667,SPENP028803	279
SPENO004036	SPENT003900	4125	1	1726	1827	0.2424	0.0004	SPENP016990	102
SPENO004037	SPENT000822	598	3	222	566	0.2281	0.832	SPENP000424,SPENP001671,SPENP002663,SPENP004408,SPENP008536,SPENP017691,SPENP018374,SPENP020430,SPENP022918,SPENP022919,SPENP016804,SPENP025801	345
SPENO004038	SPENT003515	2848	3	342	617	0.0989	0.0714	SPENP016795	276
SPENO004039	SPENT005205	2488	1	1333	1422	0.2759	0.0002	SPENP012714	90
SPENO004040	SPENT004056	849	3	66	425	0.3109	0.199	SPENP018442,SPENP017686	360
SPENO004041	SPENT001035	1842	2	545	742	0.1538	0.043	SPENP002136,SPENP002067	198
SPENO004042	SPENT002835	838	3	435	608	0.2982	0.4737	SPENP007967,SPENP007995,SPENP009372	174
SPENO004043	SPENT002640	2604	2	758	2047	0.1935	1.0	SPENP015152,SPENP009915,SPENP009916,SPENP019958,SPENP007090,SPENP010259,SPENP010260,SPENP014978,SPENP020193,SPENP000777,SPENP020690,SPENP019955,SPENP020037	1290
SPENO004044	SPENT000619	1271	3	1020	1184	0.1481	0.0015	SPENP001401	165
SPENO004045	SPENT000215	454	3	78	314	0.3974	0.0334	SPENP000095,SPENP000912,SPENP002131,SPENP009899,SPENP009900,SPENP014010,SPENP008010,SPENP009799,SPENP009800,SPENP000179,SPENP001056,SPENP002319,SPENP004035,SPENP008231,SPENP010169,SPENP010170,SPENP011378,SPENP014158,SPENP025968	237
SPENO004046	SPENT000289	639	1	1	360	0.2857	0.281	SPENP000957,SPENP016874,SPENP001299	360
